CreditScore,Region,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
798,South India,Female,20,9,1862566.91,2,1,1,162687.18,0
729,North India,Male,21,3,1369147.97,1,0,0,199372.83,0
506,West India,Male,18,4,0.0,4,1,0,1223155.47,1
624,North India,Male,40,8,217654.87,1,1,0,925174.29,0
728,South India,Female,37,6,309016.24,1,1,0,485880.84,1
639,South India,Female,52,8,616843.53,2,1,0,230752.01,0
504,West India,Female,38,8,98695.07,2,1,0,856758.99,1
600,West India,Male,31,7,225241.81,2,1,1,226938.18,0
445,North India,Male,36,1,137865.61,1,1,0,380139.42,0
625,North India,Female,37,4,0.0,1,0,0,484238.35,0
588,South India,Male,18,3,968351.55,3,0,0,382645.78,0
617,South India,Male,65,0,422734.05,1,0,1,479050.77,1
756,North India,Female,41,5,0.0,2,1,1,1433390.97,0
530,West India,Female,38,4,185733.13,1,1,1,694528.41,1
585,North India,Female,42,9,1633004.8,2,0,1,478075.49,0
547,East India,Female,43,9,232889.91,2,1,1,749511.0,0
746,North India,Male,34,6,1642906.73,1,1,0,306420.36,1
751,North India,Male,29,0,14000.91,1,0,0,612676.63,0
682,North India,Female,42,4,0.0,3,0,0,472271.47,0
677,South India,Female,40,2,0.0,2,1,0,608785.79,0
541,North India,Female,27,3,478469.78,1,1,1,460792.86,0
667,West India,Female,51,3,799152.55,2,0,0,500202.45,0
549,South India,Female,39,5,243617.66,1,1,1,901757.15,0
653,North India,Male,44,3,1335559.15,1,1,0,1587977.99,0
619,West India,Female,51,6,0.0,1,1,1,635571.72,0
596,East India,Female,36,2,0.0,1,0,0,521140.47,0
652,South India,Male,39,7,1530601.02,1,1,1,1303186.36,0
710,West India,Male,44,1,531548.22,1,1,1,1074213.96,0
809,North India,Female,28,1,101906.69,3,0,1,215291.25,1
699,North India,Male,36,0,1361404.29,2,1,0,954375.12,0
855,North India,Female,37,5,253596.27,1,0,1,426896.24,0
668,East India,Male,25,10,530381.28,2,1,0,941213.75,0
810,South India,Female,61,5,0.0,2,1,0,715766.49,0
689,North India,Male,20,5,0.0,2,0,0,305340.26,0
671,South India,Male,21,0,124805.03,1,0,0,739307.75,0
634,North India,Male,50,3,0.0,1,1,1,394869.28,0
676,North India,Male,43,0,153708.25,2,1,1,407541.77,0
688,South India,Male,24,1,0.0,1,1,1,974574.39,0
522,North India,Male,42,7,0.0,1,1,0,379350.04,0
713,North India,Female,52,7,2467102.27,1,0,0,748464.8,0
516,North India,Male,35,0,0.0,2,1,0,1567739.85,0
713,South India,Female,64,0,123869.75,1,1,1,629097.61,0
703,West India,Female,18,10,0.0,1,1,1,320725.43,0
777,South India,Female,43,2,259564.2,2,0,1,1025232.32,0
572,West India,Male,48,6,222338.31,1,1,0,630773.68,0
561,North India,Male,45,5,1933907.15,2,1,1,1125344.74,0
749,North India,Male,33,2,1389392.15,2,1,1,835643.61,0
553,West India,Female,32,7,4484066.47,3,1,0,214846.01,1
544,North India,Female,40,7,0.0,2,1,0,1023216.25,0
668,South India,Male,44,5,1030992.94,2,1,1,780590.22,0
645,East India,Male,42,0,151450.38,1,1,1,549962.35,0
663,South India,Male,47,7,278785.0,1,1,0,641550.17,0
698,North India,Male,24,4,0.0,2,1,1,702320.27,0
698,East India,Male,33,8,692193.64,2,1,1,858392.62,0
642,North India,Female,25,8,0.0,1,1,1,917619.95,0
654,West India,Male,31,1,66637.04,1,1,0,886020.77,0
643,North India,Female,47,10,983891.9,1,1,1,998930.89,0
653,South India,Female,37,5,0.0,1,1,1,664885.46,0
525,South India,Female,64,3,0.0,1,1,1,416097.65,0
718,South India,Male,38,6,370417.97,2,0,0,221463.28,0
744,West India,Male,36,5,703449.75,1,1,1,1108588.27,0
707,East India,Male,37,6,798667.22,1,1,1,933600.99,0
700,North India,Female,28,4,4313111.27,2,0,1,318610.36,1
560,West India,Male,35,8,82821.24,1,1,0,596029.52,1
522,North India,Male,48,0,1578426.77,2,1,0,562592.01,0
724,North India,Female,37,6,969213.38,2,1,0,1659821.85,0
652,East India,Male,27,8,726746.94,2,0,1,598769.3,0
665,South India,Female,25,7,0.0,2,1,0,1826213.51,0
669,North India,Male,31,0,676151.98,2,1,0,2363307.42,0
673,South India,Male,36,7,583869.71,2,1,1,670492.4,0
708,North India,Male,49,2,0.0,2,0,1,473939.11,0
641,South India,Male,21,9,220993.56,2,1,0,508213.11,0
478,South India,Female,32,5,300341.43,1,1,0,289352.32,1
711,West India,Male,37,8,551010.71,1,1,1,852418.08,0
701,North India,Male,18,6,121081.2,1,1,1,1971851.46,0
533,North India,Female,26,4,794825.15,1,1,1,1089490.72,0
545,North India,Female,28,7,438553.77,2,0,0,1536382.06,0
729,North India,Male,27,7,206271.69,1,0,1,390728.08,0
750,East India,Male,38,5,0.0,2,0,0,390313.51,0
410,East India,Male,34,5,962074.86,1,1,0,585352.83,0
689,West India,Male,29,8,0.0,2,1,0,882510.61,0
630,South India,Male,40,3,806314.93,2,1,0,467213.56,1
656,West India,Male,54,2,558931.66,3,0,1,1372381.41,0
661,North India,Female,54,7,920597.38,2,0,0,512066.56,1
581,North India,Male,18,8,1371950.85,2,1,0,668826.22,0
708,North India,Female,42,3,0.0,2,0,1,587716.34,0
588,West India,Female,34,1,0.0,1,1,0,518372.41,0
717,South India,Female,37,5,547326.53,1,1,1,273466.07,0
737,South India,Male,31,8,0.0,1,0,1,548374.51,0
571,North India,Female,37,1,247405.02,1,0,0,454035.19,0
573,South India,Female,37,8,0.0,2,1,0,795594.52,1
660,West India,Male,29,4,0.0,1,1,0,346069.67,1
785,North India,Male,26,3,193710.53,2,1,1,189313.51,0
596,South India,Male,31,10,0.0,1,1,0,414126.7,1
613,North India,Female,38,7,166471.2,3,1,1,881344.13,0
678,West India,Female,42,1,1167511.71,1,0,0,1015624.53,0
709,South India,Male,45,6,94835.0,2,1,0,506812.33,0
697,North India,Female,30,9,279947.15,1,1,1,753444.54,0
652,South India,Male,39,6,139445.89,1,1,1,1047643.89,0
622,North India,Female,46,0,3411539.06,1,1,0,772095.54,1
679,West India,Male,48,9,284176.02,1,0,0,697122.68,0
361,East India,Female,35,7,262439.95,1,0,0,1254522.58,0
818,South India,Male,33,0,0.0,1,1,0,1151257.93,0
633,North India,Male,38,8,0.0,2,0,0,557404.51,0
666,West India,Female,23,1,718824.28,1,1,0,273982.0,0
838,South India,Male,33,9,1448297.1,1,1,0,850093.37,0
583,North India,Male,44,6,931557.06,2,0,0,1334065.8,1
859,North India,Female,43,4,348724.37,1,1,1,328835.47,0
716,West India,Male,33,10,0.0,1,0,1,563512.83,0
690,West India,Female,38,4,218266.2,1,1,0,428538.42,0
707,West India,Male,26,4,649517.25,3,1,1,984792.82,0
574,South India,Male,43,8,2323100.44,2,0,0,729268.73,0
501,West India,Male,35,10,2925946.7,1,1,0,701824.23,1
543,South India,Female,32,9,163341.55,2,1,0,326033.41,0
747,South India,Male,32,1,459879.1,1,1,1,168047.0,1
565,West India,Female,35,8,545246.72,2,1,1,1181640.57,0
501,East India,Female,31,6,619668.61,1,1,0,239519.57,0
642,West India,Male,43,2,0.0,2,1,0,784045.66,1
701,West India,Female,31,2,199383.17,2,0,1,131891.64,0
653,West India,Female,53,1,441978.18,1,1,1,222818.89,0
704,West India,Male,52,9,300442.12,1,1,1,890204.95,0
753,West India,Male,26,4,562311.26,2,0,0,759971.58,0
701,South India,Male,36,2,1937392.37,2,1,0,366682.38,1
636,North India,Female,28,1,0.0,3,1,0,477478.44,1
601,West India,Female,32,3,219292.49,2,1,1,1532477.12,1
719,East India,Male,58,8,0.0,1,1,1,891961.72,0
674,North India,Male,32,0,528766.51,2,1,1,441713.72,0
572,West India,Female,39,8,471536.78,1,1,0,861607.89,0
767,North India,Male,41,6,0.0,2,0,0,480145.13,1
673,East India,Female,24,1,0.0,2,1,1,814176.23,0
708,West India,Male,26,1,4499062.66,1,0,0,850965.94,1
614,South India,Female,22,4,5465183.49,2,0,1,312317.95,1
751,West India,Female,26,2,0.0,2,1,1,737500.12,0
507,West India,Male,18,0,922964.71,2,1,0,1282981.81,0
800,West India,Male,41,7,381789.21,1,1,0,513549.56,0
475,East India,Male,58,4,170780.33,2,1,0,927186.42,0
526,North India,Male,37,4,0.0,2,1,1,365894.2,0
672,North India,Male,20,5,69999.14,1,1,0,784289.24,0
602,West India,Female,28,10,473563.12,1,1,0,1674879.68,0
620,East India,Male,30,7,0.0,1,0,0,848381.89,0
602,North India,Male,24,3,815960.04,2,1,1,1621039.16,0
579,North India,Female,45,2,1395890.2,1,1,0,601091.08,0
678,North India,Female,44,6,291389.34,2,1,0,486785.26,0
645,South India,Male,23,0,411952.92,2,0,1,455965.59,0
729,West India,Female,43,1,981444.28,1,1,0,1114040.69,0
657,North India,Female,52,2,0.0,1,0,1,316615.78,0
612,North India,Female,56,4,248056.38,3,1,0,317073.13,1
719,West India,Male,67,9,0.0,2,1,1,1315289.56,1
485,North India,Male,26,3,748358.75,1,0,1,495650.37,0
417,West India,Female,67,2,0.0,2,1,0,601846.55,0
507,South India,Female,32,9,159509.54,2,1,1,769312.55,0
619,West India,Female,29,3,516624.09,2,0,1,868147.04,0
685,North India,Male,39,10,295592.56,2,0,0,748452.04,0
409,North India,Female,29,9,407661.34,3,1,0,1442880.08,0
648,South India,Female,40,6,0.0,2,1,0,802392.1,0
618,West India,Male,21,6,1110704.85,1,1,0,189487.31,1
662,South India,Male,33,4,1553422.98,2,0,0,632442.17,0
478,North India,Female,50,4,159766.89,1,0,0,563512.55,0
885,West India,Female,35,6,151374.19,1,1,1,625285.44,0
652,North India,Male,37,3,0.0,2,0,0,560943.35,0
540,East India,Female,41,10,0.0,2,1,1,540637.76,0
661,North India,Female,48,0,229608.1,1,0,0,693234.66,0
784,South India,Female,18,3,0.0,1,1,1,230127.98,0
534,North India,Female,42,8,492795.13,1,0,1,771438.1,0
515,South India,Female,33,9,231707.58,2,0,1,456954.46,0
639,South India,Male,37,10,974118.86,2,1,0,1124432.23,0
647,South India,Male,47,9,415530.41,1,1,0,298731.01,0
713,North India,Female,22,9,0.0,1,0,1,628687.04,0
782,West India,Male,24,1,1390962.53,1,0,1,1257185.39,0
720,West India,Female,18,0,0.0,3,1,1,1709574.45,0
525,South India,Female,29,8,2561350.29,1,1,0,579275.7,0
553,South India,Male,50,5,506646.11,2,1,1,606597.08,0
578,West India,Female,34,1,969403.87,1,1,0,498344.78,0
719,North India,Male,21,6,138008.59,2,0,0,817433.82,0
704,East India,Male,30,3,0.0,2,1,1,564292.95,0
763,North India,Male,19,8,112818.23,1,0,1,695280.58,0
700,West India,Female,23,10,663472.53,1,1,0,294016.56,0
593,South India,Male,40,5,508756.28,1,0,0,1317338.44,0
632,South India,Female,23,6,176675.52,1,1,1,806541.54,0
518,West India,Male,48,2,637319.57,1,1,1,1057435.3,0
706,North India,Male,35,5,204098.15,4,1,1,779843.65,0
593,West India,Male,36,0,0.0,3,0,1,336659.87,0
760,South India,Female,32,4,0.0,1,1,0,408169.03,0
704,North India,Male,44,9,241167.45,2,0,1,638835.98,0
824,South India,Male,44,4,2589583.96,1,0,1,398893.1,0
687,West India,Female,39,1,377501.71,1,0,1,1032723.0,0
686,North India,Male,42,5,395534.87,2,1,1,587210.87,0
633,South India,Male,33,10,0.0,1,1,1,612404.69,0
615,South India,Male,41,2,239220.15,1,1,0,722681.21,0
626,South India,Male,32,3,0.0,1,1,0,506622.93,0
739,West India,Female,36,2,544876.9,1,1,0,1071337.03,0
528,North India,Male,32,0,0.0,1,0,0,1621921.09,1
655,South India,Male,30,0,557773.53,2,1,0,527254.07,1
500,South India,Female,28,4,1521916.3,1,1,0,905994.96,1
683,North India,Female,41,9,1648447.46,3,1,0,882423.6,0
608,East India,Female,50,5,77261.25,4,1,1,378646.75,0
695,North India,Female,48,4,105123.63,2,1,0,915108.59,0
583,North India,Male,22,3,0.0,2,0,1,616030.84,0
626,West India,Female,50,5,314384.44,1,1,1,865863.44,0
706,North India,Male,32,8,633308.04,2,1,0,390338.37,0
661,West India,Female,42,3,214189.86,1,0,1,507849.75,0
788,West India,Male,26,8,4722887.06,1,0,0,1539178.29,1
606,North India,Male,37,9,665958.21,1,0,0,242527.45,0
598,North India,Female,39,6,1290790.46,1,0,1,418282.53,0
761,North India,Female,19,3,1263052.5,1,0,0,1074727.68,0
616,North India,Female,42,9,0.0,1,1,0,554282.45,1
612,North India,Male,50,3,0.0,2,0,1,1147995.34,0
684,West India,Male,34,2,223655.18,1,1,1,828004.94,0
635,West India,Male,50,6,1939027.92,2,1,1,1065946.41,1
621,North India,Male,33,3,2074739.79,1,0,1,276822.02,0
587,West India,Male,45,9,0.0,2,0,0,968927.21,0
772,North India,Male,18,3,869683.25,2,1,0,1122040.95,0
636,West India,Male,62,10,143845.15,1,1,0,932948.68,0
599,North India,Male,52,6,1131836.15,1,0,0,540937.96,0
623,North India,Female,32,6,2073433.12,1,1,1,472958.97,0
681,West India,Female,18,1,763911.24,2,1,1,807147.05,0
781,South India,Male,39,7,301504.89,2,0,1,927984.43,0
634,South India,Male,20,6,125734.2,1,1,0,774663.12,0
572,South India,Male,40,0,0.0,2,1,0,1132299.51,0
822,North India,Male,40,9,0.0,2,0,0,440809.64,0
662,West India,Female,25,8,4470573.83,1,1,1,295289.69,1
640,West India,Female,48,7,641729.28,3,0,1,1495213.05,0
656,North India,Female,44,0,1040410.6,1,1,0,328294.87,0
537,South India,Male,46,4,64733.92,2,1,1,325057.27,1
645,South India,Female,36,5,367543.0,2,1,0,984908.54,0
718,South India,Male,20,7,160250.5,2,1,1,375980.28,0
759,South India,Male,46,9,0.0,1,1,1,733475.35,0
617,West India,Male,33,6,0.0,1,0,1,341296.19,0
666,East India,Female,20,4,32047.24,2,1,1,404879.1,0
761,South India,Male,50,0,905058.94,1,1,1,631964.96,0
653,South India,Male,59,3,1129214.33,2,1,1,837242.73,0
714,West India,Female,35,8,218779.21,1,0,0,1688743.74,0
688,South India,Male,59,7,0.0,2,0,1,1083212.93,0
590,South India,Male,37,9,483664.87,1,1,1,347317.8,0
567,South India,Male,31,9,449341.22,2,0,0,654272.36,0
745,West India,Male,29,1,0.0,2,0,0,391985.03,0
409,South India,Female,54,1,927871.09,1,0,1,269076.23,0
589,North India,Male,27,7,0.0,2,0,1,538294.13,0
524,South India,Male,44,2,1167038.33,3,0,0,593243.47,0
745,West India,Male,29,4,1650275.22,2,0,1,617831.7,1
772,West India,Female,30,8,797614.96,2,1,1,326753.89,0
584,West India,Male,47,1,631331.6,1,1,0,372669.47,0
898,West India,Female,31,7,78819.32,2,1,0,355121.23,0
773,North India,Male,31,1,493483.39,2,1,0,1172259.69,0
667,South India,Male,48,2,0.0,1,0,0,1102909.37,0
784,North India,Female,53,6,4951539.41,2,0,1,1393495.46,0
592,West India,Male,43,6,800954.2,1,1,1,1999305.76,0
625,North India,Male,28,4,0.0,2,1,1,595083.34,0
691,West India,Male,30,0,1640141.6,2,1,1,184981.63,0
587,West India,Male,36,1,1211325.93,2,0,1,518319.52,0
534,West India,Male,39,6,0.0,1,0,1,711264.12,1
565,West India,Female,25,7,272901.82,2,0,1,1251413.11,0
632,South India,Female,43,5,245616.71,2,1,0,538343.96,1
692,South India,Male,36,2,90489.46,2,0,0,885136.15,0
619,North India,Male,18,2,2229907.06,2,1,0,475067.13,0
502,North India,Female,25,8,515419.74,1,0,0,764425.86,0
692,North India,Male,30,2,0.0,2,0,0,384722.32,0
764,North India,Female,35,5,2102076.05,1,0,1,615736.54,0
590,East India,Female,56,2,381255.55,2,1,0,805793.37,1
799,North India,Female,38,9,0.0,1,1,0,810845.61,0
728,West India,Female,26,2,0.0,2,1,0,614648.48,1
555,North India,Female,38,8,541190.07,2,0,0,911276.5,0
591,East India,Female,32,7,362811.67,2,1,1,328168.23,0
621,South India,Male,39,6,411660.31,1,0,1,420108.33,0
633,South India,Female,42,2,338897.94,1,1,1,377287.76,0
430,South India,Male,49,10,601053.47,2,0,1,232347.03,0
582,West India,Male,35,4,188656.3,2,1,1,760432.94,0
600,North India,Male,54,0,300226.3,1,1,1,958770.38,1
820,West India,Female,45,1,2970876.61,1,0,0,532558.35,1
670,West India,Male,28,8,0.0,3,1,1,1235533.32,0
578,North India,Female,60,2,521554.86,2,1,1,566586.4,0
610,North India,Female,39,4,95745.96,2,1,1,663291.32,0
688,West India,Male,26,3,232966.82,1,1,1,637234.08,0
615,North India,Female,54,7,767435.6,2,1,1,998229.56,0
597,West India,Female,58,10,915397.36,3,0,0,676208.92,1
600,North India,Female,35,0,0.0,1,1,1,283410.6,0
693,South India,Male,30,5,0.0,2,1,1,2182103.28,0
525,West India,Female,34,5,817609.18,2,1,0,840121.66,1
552,West India,Female,43,7,751751.26,2,0,1,144524.12,0
566,North India,Male,50,0,317845.66,1,0,0,1772743.14,0
550,West India,Male,42,3,1074739.38,2,1,0,670165.02,0
575,West India,Male,37,0,1623231.79,1,1,1,708909.56,1
730,South India,Female,52,8,1725484.56,1,1,1,344355.29,0
743,South India,Male,32,5,0.0,1,1,0,504280.77,0
674,South India,Male,47,6,0.0,2,1,1,737313.28,1
669,East India,Female,32,0,1378257.49,2,1,0,326705.97,0
589,West India,Male,40,9,387420.4,1,1,1,1159786.72,1
462,North India,Female,34,3,431437.3,1,1,1,1140935.75,0
662,North India,Male,35,10,264406.48,1,0,0,855251.61,1
676,East India,Male,31,6,572352.64,2,0,1,671387.85,0
589,North India,Male,50,3,0.0,2,0,1,299907.24,0
553,East India,Female,27,10,86133.9,2,0,1,932917.93,1
535,South India,Female,27,4,1392068.02,2,0,0,1476045.01,0
665,North India,Female,59,0,0.0,1,0,0,623106.71,0
657,North India,Female,46,2,190076.24,2,1,0,333865.73,0
757,South India,Male,18,7,824725.35,3,1,1,1239865.58,0
577,West India,Male,29,10,298327.42,1,1,1,592270.98,0
624,North India,Male,18,8,1988491.58,1,0,1,778728.2,0
651,North India,Female,25,7,0.0,2,1,1,575093.93,0
600,East India,Female,18,10,0.0,2,0,1,437444.46,0
725,North India,Male,34,3,110529.32,2,1,1,538512.86,0
761,South India,Female,23,9,0.0,2,0,1,249658.37,0
550,South India,Female,36,0,1380707.31,2,1,1,777032.11,0
608,North India,Male,18,3,846069.34,1,0,1,344501.65,0
769,North India,Female,36,5,376831.84,2,1,0,588601.0,0
679,South India,Male,31,1,297379.23,1,1,0,297212.78,0
660,North India,Female,52,6,327848.5,1,1,1,653477.09,0
680,South India,Male,51,2,473119.61,1,1,1,309660.35,0
709,South India,Male,44,7,74869.57,2,1,1,421921.05,0
685,West India,Male,32,3,605842.13,2,1,1,642355.94,0
669,South India,Female,57,8,1635999.52,1,1,1,649722.84,0
650,South India,Female,18,0,356320.9,2,1,0,507697.72,0
771,North India,Male,20,9,90243.46,2,0,1,795235.83,0
626,North India,Female,35,0,0.0,2,1,1,771602.97,0
650,South India,Female,60,4,150336.1,2,0,1,837021.73,0
789,East India,Female,33,8,0.0,2,1,1,457486.87,0
679,North India,Male,33,5,234537.3,1,1,0,142135.5,0
644,South India,Male,20,10,458829.52,1,0,1,498005.72,0
706,West India,Female,46,1,487389.6,1,1,0,1267883.53,0
670,West India,Male,46,8,312322.77,1,1,0,2402618.48,0
583,East India,Male,44,6,930792.44,2,1,1,666550.77,0
672,North India,Male,29,4,227087.44,1,1,1,654108.75,0
577,North India,Male,28,6,214257.64,2,1,1,1460345.39,0
814,North India,Male,21,10,0.0,2,1,1,1265484.03,0
671,North India,Female,36,8,0.0,2,0,0,306966.41,0
565,South India,Male,24,7,91849.78,2,1,1,944968.71,0
614,West India,Male,23,7,0.0,1,1,0,1842183.39,0
718,West India,Male,31,8,700375.25,1,0,1,253470.84,0
551,North India,Female,30,10,252862.4,3,1,1,1398302.83,0
894,North India,Female,30,2,2362280.78,1,0,1,1006380.72,0
519,East India,Female,41,0,469103.98,1,0,1,503194.22,1
733,South India,Male,36,3,418443.77,3,1,1,490372.45,1
606,East India,Male,32,8,0.0,2,1,0,1056498.82,0
577,West India,Female,38,9,1069853.12,1,1,1,939286.1,0
698,East India,Female,25,0,312644.23,2,1,0,895698.21,0
609,West India,Female,37,9,0.0,1,1,0,409998.18,0
793,South India,Male,37,0,293999.5,2,1,1,1080527.12,0
523,West India,Male,19,5,2027638.8,1,0,0,708260.45,0
700,South India,Male,46,3,4528901.3,2,1,0,1209713.17,1
625,North India,Female,26,0,536474.2,1,0,1,984811.22,0
676,North India,Male,36,3,0.0,1,1,1,580187.01,0
696,South India,Male,48,10,0.0,2,0,1,419159.18,0
494,North India,Male,46,5,1137631.85,2,1,1,975081.52,0
671,North India,Male,36,7,0.0,3,1,1,726813.11,0
748,South India,Male,32,8,1116452.5,1,0,1,846723.84,0
691,East India,Male,46,9,599488.15,2,1,0,360819.93,0
616,South India,Female,43,5,0.0,2,1,0,944953.72,0
522,South India,Male,29,1,0.0,2,1,1,1570913.74,0
695,North India,Male,27,5,405806.83,1,0,1,721610.61,0
818,North India,Male,18,0,0.0,2,1,1,364284.5,0
709,West India,Male,37,0,810723.51,1,1,1,542299.09,0
754,West India,Female,35,0,663039.07,2,1,0,1085827.9,0
733,South India,Male,48,5,2279320.95,1,0,0,254054.28,1
614,South India,Female,39,10,629435.78,1,1,1,811276.21,0
658,West India,Male,50,6,201648.7,2,0,0,1125792.62,0
728,North India,Female,28,0,495132.01,1,0,1,226784.75,1
507,South India,Male,48,2,8093338.52,1,1,1,898745.94,1
708,West India,Male,30,2,0.0,1,1,1,1604429.1,0
763,West India,Female,44,6,1051076.58,2,1,1,260437.74,1
645,North India,Male,19,3,261386.19,1,1,1,454636.89,0
723,North India,Male,38,8,1019543.54,2,1,0,236063.49,0
600,West India,Female,18,8,2696378.17,3,1,0,789272.49,1
653,North India,Male,33,9,284002.57,2,1,0,517837.97,0
625,West India,Male,40,3,169530.51,1,1,1,631196.03,0
691,North India,Female,30,2,0.0,2,1,0,432171.59,0
640,North India,Female,24,5,2622061.12,1,1,1,620596.73,0
499,North India,Female,45,8,473980.68,1,1,1,632875.54,0
585,East India,Male,34,9,10965907.67,1,1,1,414103.2,1
824,West India,Male,30,7,1680364.45,1,1,1,1354246.96,0
701,West India,Male,36,6,103843.93,1,1,0,1834356.72,0
461,South India,Male,65,6,0.0,2,0,1,702812.6,1
758,West India,Female,48,4,2270315.18,1,0,1,1195497.9,0
546,West India,Male,48,8,0.0,1,0,1,1662521.81,0
730,South India,Male,40,1,917469.39,2,1,1,661285.14,0
766,East India,Female,37,10,420444.8,2,1,1,196480.26,0
659,West India,Female,18,4,332429.86,1,1,1,557506.92,0
560,East India,Female,28,4,132319.92,1,0,1,455934.97,0
585,West India,Female,30,4,1286426.17,2,0,1,152461.78,1
706,West India,Female,18,7,0.0,2,1,0,425226.75,0
547,East India,Male,23,0,640143.99,2,1,1,206191.68,1
597,South India,Male,18,10,0.0,1,1,0,546439.27,0
696,West India,Male,35,3,0.0,1,1,0,1041866.44,0
591,North India,Male,45,0,175641.67,1,0,0,360991.41,0
777,West India,Female,48,4,793099.19,1,1,1,509027.17,0
556,West India,Male,40,6,531219.04,2,1,1,873308.32,1
354,West India,Male,25,1,1126649.74,1,1,1,337214.78,0
579,West India,Male,18,1,0.0,2,0,0,584884.65,1
677,South India,Male,18,6,1578403.7,1,1,1,730586.01,0
727,South India,Female,22,1,0.0,2,1,1,720808.49,0
613,North India,Female,26,10,0.0,2,1,1,397533.11,1
625,North India,Male,34,1,283364.49,1,1,1,306097.83,0
647,South India,Male,24,5,0.0,1,1,0,973778.26,0
806,South India,Female,39,4,0.0,1,1,1,575680.82,0
684,North India,Female,33,0,1528464.58,1,0,0,556221.5,0
605,North India,Male,36,10,0.0,1,1,0,819772.79,0
834,North India,Female,48,6,0.0,2,0,1,1030346.48,0
651,West India,Female,23,1,744039.12,3,0,1,598220.81,0
463,South India,Female,40,1,3229991.51,1,1,0,324339.76,1
525,North India,Female,35,2,284510.2,2,1,1,905533.83,0
700,West India,Female,32,8,0.0,1,0,1,510791.13,0
490,North India,Male,45,0,517962.11,1,1,0,371712.8,1
694,West India,Female,45,7,0.0,2,0,1,1288355.19,0
579,North India,Female,25,1,488669.57,1,1,0,424198.05,0
755,East India,Female,33,10,1393136.03,1,1,0,3494757.3,1
665,North India,Female,39,8,396662.96,1,0,1,829911.13,0
502,West India,Male,32,4,564501.64,2,0,1,250163.36,0
732,South India,Male,42,8,0.0,2,0,0,829576.92,0
772,North India,Male,39,10,0.0,1,0,0,821243.83,0
535,North India,Female,56,9,0.0,2,0,1,243742.37,0
577,South India,Male,19,8,728795.91,2,0,1,248709.47,1
695,West India,Male,34,4,261630.85,2,1,1,377957.23,0
711,North India,Male,26,1,294702.76,2,1,1,457972.39,0
861,West India,Female,42,8,2547611.87,1,1,0,668958.13,0
730,West India,Female,18,7,413814.21,1,1,1,889133.57,0
866,North India,Female,39,2,149614.47,1,1,0,529236.42,1
651,North India,Female,29,0,0.0,1,1,1,580908.48,0
684,East India,Female,27,4,689114.81,1,0,0,933038.04,0
598,North India,Female,20,1,114151.1,2,1,0,586352.27,0
602,North India,Male,30,8,0.0,1,1,1,556153.6,0
663,West India,Male,47,4,0.0,3,0,1,453277.71,0
597,North India,Female,35,6,150966.31,1,0,0,787246.81,0
419,South India,Female,42,0,233682.13,2,0,0,831052.87,0
589,North India,Female,54,0,150137.59,1,0,1,859005.77,0
746,East India,Male,38,7,5034710.12,2,1,1,732107.7,1
656,South India,Male,29,7,1967485.5,2,1,0,260103.92,0
657,East India,Male,41,7,0.0,1,1,0,368542.36,0
581,South India,Male,30,6,0.0,3,1,1,282554.17,0
679,North India,Male,30,4,754270.26,1,1,0,453086.19,0
799,East India,Male,19,0,449745.63,1,0,1,517514.67,0
776,North India,Male,46,7,927294.73,3,1,0,1295772.88,0
682,South India,Female,31,9,337356.21,2,1,0,593873.21,0
573,North India,Female,38,10,807705.11,1,1,0,748251.15,0
809,East India,Female,24,6,441137.25,2,1,0,398053.64,0
745,North India,Female,40,2,0.0,2,1,1,829605.07,0
516,West India,Male,27,6,971488.7,2,0,1,1624949.31,1
491,South India,Female,34,4,594921.72,1,0,0,389682.52,1
521,North India,Male,45,9,0.0,1,1,1,298003.42,0
605,North India,Male,44,10,639571.28,1,1,1,565603.76,1
731,East India,Male,35,9,146075.72,2,0,1,576195.29,0
729,West India,Male,18,9,2287861.94,2,1,1,495286.57,0
680,West India,Female,68,3,2295407.03,2,0,0,351509.51,0
637,South India,Male,55,0,269270.5,1,1,0,884608.25,0
863,North India,Female,43,9,856111.5,2,1,1,1323193.68,0
653,West India,Female,27,1,734347.56,1,0,0,199655.3,1
642,South India,Male,34,1,0.0,1,1,1,290615.24,1
604,West India,Male,30,9,0.0,2,1,1,394610.08,0
849,South India,Female,49,1,3213627.29,1,1,0,542450.75,0
714,East India,Male,38,8,0.0,2,1,0,571035.32,0
556,North India,Male,27,5,510461.94,2,1,1,792293.95,1
546,North India,Female,30,4,0.0,2,1,0,967068.1,0
498,East India,Female,48,9,1657666.69,2,1,0,1687708.1,0
641,South India,Female,53,3,2018307.01,1,1,0,498108.89,0
515,North India,Male,52,8,0.0,1,0,0,659070.29,1
544,West India,Male,44,8,76862.8,2,0,1,788888.66,0
746,South India,Male,33,9,487930.36,2,1,1,443443.79,0
730,North India,Male,18,6,0.0,1,0,0,865406.15,0
784,West India,Male,39,4,341461.47,1,1,0,987355.44,0
517,North India,Male,35,5,583479.85,1,0,0,320026.98,0
559,North India,Female,37,2,597327.78,2,1,1,435230.23,0
593,North India,Female,36,1,345561.16,3,1,0,333139.93,1
797,South India,Female,21,9,0.0,2,1,0,553463.13,0
655,North India,Female,42,9,495211.98,2,1,1,423226.93,0
813,West India,Male,42,3,566600.54,1,1,1,560630.45,0
